rank;product_id;product_name;entry_type;label;status;ready_for_human_review;blocker_count;target_path;contract_path
3;integration_articles_20260612_organisateur-coffre-voiture-pliable;Organisateur coffre voiture pliable;proof;Nom vendeur ou partenaire;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/partner_name.md;
3;integration_articles_20260612_organisateur-coffre-voiture-pliable;Organisateur coffre voiture pliable;proof;SKU/reference fournisseur;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/supplier_sku.md;
3;integration_articles_20260612_organisateur-coffre-voiture-pliable;Organisateur coffre voiture pliable;proof;Variante exacte vendue;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/exact_variant.md;
3;integration_articles_20260612_organisateur-coffre-voiture-pliable;Organisateur coffre voiture pliable;proof;Prix fournisseur reel en centimes;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/real_supplier_price_cents.md;
3;integration_articles_20260612_organisateur-coffre-voiture-pliable;Organisateur coffre voiture pliable;webp;main: organisateur-coffre-voiture-pliable-partenaire-hold-main.webp;WEBP_BLOCKED_HOLD;false;3;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/organisateur-coffre-voiture-pliable-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/organisateur-coffre-voiture-pliable-partenaire-hold-main.validation-contract.json
3;integration_articles_20260612_organisateur-coffre-voiture-pliable;Organisateur coffre voiture pliable;webp;detail-1: organisateur-coffre-voiture-pliable-partenaire-hold-detail-1.webp;WEBP_BLOCKED_HOLD;false;3;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/organisateur-coffre-voiture-pliable-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/organisateur-coffre-voiture-pliable-partenaire-hold-detail-1.validation-contract.json
3;integration_articles_20260612_organisateur-coffre-voiture-pliable;Organisateur coffre voiture pliable;webp;variant: organisateur-coffre-voiture-pliable-partenaire-hold-variant.webp;WEBP_BLOCKED_HOLD;false;3;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/organisateur-coffre-voiture-pliable-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-coffre-voiture-pliable-partenaire-hold/organisateur-coffre-voiture-pliable-partenaire-hold-variant.validation-contract.json
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;proof;Reference produit exacte;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/exact_product_reference.md;
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;proof;Nom vendeur ou partenaire;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/partner_name.md;
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;proof;SKU/reference fournisseur;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/supplier_sku.md;
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;proof;Variante exacte vendue;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/exact_variant.md;
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;proof;Prix fournisseur reel en centimes;PROOF_INCOMPLETE_HOLD;false;1;business-maxi-trouvailles/preuves-internes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/real_supplier_price_cents.md;
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;webp;main: organisateur-tiroir-cuisine-extensible-partenaire-hold-main.webp;WEBP_BLOCKED_HOLD;false;3;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/organisateur-tiroir-cuisine-extensible-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/organisateur-tiroir-cuisine-extensible-partenaire-hold-main.validation-contract.json
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;webp;detail-1: organisateur-tiroir-cuisine-extensible-partenaire-hold-detail-1.webp;WEBP_BLOCKED_HOLD;false;3;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/organisateur-tiroir-cuisine-extensible-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/organisateur-tiroir-cuisine-extensible-partenaire-hold-detail-1.validation-contract.json
4;integration_articles_20260612_organisateur-tiroir-cuisine-extensible;Organisateur tiroir cuisine extensible;webp;variant: organisateur-tiroir-cuisine-extensible-partenaire-hold-variant.webp;WEBP_BLOCKED_HOLD;false;3;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/organisateur-tiroir-cuisine-extensible-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/organisateur-tiroir-cuisine-extensible-partenaire-hold/organisateur-tiroir-cuisine-extensible-partenaire-hold-variant.validation-contract.json
