priority;product_id;product_name;category;supplier_sku;field_key;field_label;current_value;instruction;status
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;supplierSellerName;Nom vendeur fournisseur;;Copier le nom du vendeur affiche sur la page fournisseur.;HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;exactVariantChosen;Variante exacte;;"Preciser couleur, format, lot, taille ou option vendue.";HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;deliveryFranceEuropeProof;Preuve delai France/Europe;;Noter la preuve visible du delai France/Europe.;HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;deliveryEstimateForCustomer;Delai client Maxi;;Renseigner un delai client propre et prudent.;HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;trackingAvailable;Suivi disponible;;Confirmer oui/non selon l'option fournisseur visible.;HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;pricingProof;Preuve prix;;"Noter prix produit, frais livraison et devise vus.";HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;shippingProof;Preuve livraison;;"Noter transporteur, frais et zone de livraison.";HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;imageProof;Preuve image exacte;;Confirmer que l'image represente exactement la variante vendue.;HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;imageRightsProof;Droits image;;"Photo propre, autorisation fournisseur ou maintenir HOLD.";HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;finalDecision;Decision finale;HOLD;Laisser HOLD tant que tout n'est pas pret pour revue humaine.;HOLD_MISSING_EVIDENCE
6;ali_partner_20260527_support_pc_pliant_001;Support PC portable pliant aluminium ajustable;dropshipping-high-tech;AE-4001153714549-LAPTOP-STAND;reviewedByMouss;Revue Mouss;non;Cocher uniquement apres validation humaine explicite.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;checkedAt;Date de verification;;Renseigner la date exacte de controle fournisseur.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;supplierSellerName;Nom vendeur fournisseur;;Copier le nom du vendeur affiche sur la page fournisseur.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;exactVariantChosen;Variante exacte;;"Preciser couleur, format, lot, taille ou option vendue.";HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;deliveryFranceEuropeProof;Preuve delai France/Europe;;Noter la preuve visible du delai France/Europe.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;deliveryEstimateForCustomer;Delai client Maxi;;Renseigner un delai client propre et prudent.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;trackingAvailable;Suivi disponible;;Confirmer oui/non selon l'option fournisseur visible.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;pricingProof;Preuve prix;;"Noter prix produit, frais livraison et devise vus.";HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;shippingProof;Preuve livraison;;"Noter transporteur, frais et zone de livraison.";HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;imageProof;Preuve image exacte;;Confirmer que l'image represente exactement la variante vendue.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;imageRightsProof;Droits image;;"Photo propre, autorisation fournisseur ou maintenir HOLD.";HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;finalDecision;Decision finale;HOLD;Laisser HOLD tant que tout n'est pas pret pour revue humaine.;HOLD_MISSING_EVIDENCE
7;ali_partner_20260527_filet_coffre_voiture_001;Filet rangement coffre voiture à sangles fixes;dropshipping-auto-moto;AE-ITEM-1005006160871310;reviewedByMouss;Revue Mouss;non;Cocher uniquement apres validation humaine explicite.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;checkedAt;Date de verification;;Renseigner la date exacte de controle fournisseur.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;supplierSellerName;Nom vendeur fournisseur;;Copier le nom du vendeur affiche sur la page fournisseur.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;exactVariantChosen;Variante exacte;;"Preciser couleur, format, lot, taille ou option vendue.";HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;deliveryFranceEuropeProof;Preuve delai France/Europe;;Noter la preuve visible du delai France/Europe.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;deliveryEstimateForCustomer;Delai client Maxi;;Renseigner un delai client propre et prudent.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;trackingAvailable;Suivi disponible;;Confirmer oui/non selon l'option fournisseur visible.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;pricingProof;Preuve prix;;"Noter prix produit, frais livraison et devise vus.";HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;shippingProof;Preuve livraison;;"Noter transporteur, frais et zone de livraison.";HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;imageProof;Preuve image exacte;;Confirmer que l'image represente exactement la variante vendue.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;imageRightsProof;Droits image;;"Photo propre, autorisation fournisseur ou maintenir HOLD.";HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;finalDecision;Decision finale;HOLD;Laisser HOLD tant que tout n'est pas pret pour revue humaine.;HOLD_MISSING_EVIDENCE
8;ali_partner_20260527_gourde_pliable_001;Gourde pliable silicone voyage avec mousqueton;dropshipping-accessoires;AE-ITEM-1005009184984524;reviewedByMouss;Revue Mouss;non;Cocher uniquement apres validation humaine explicite.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;checkedAt;Date de verification;;Renseigner la date exacte de controle fournisseur.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;supplierSellerName;Nom vendeur fournisseur;;Copier le nom du vendeur affiche sur la page fournisseur.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;exactVariantChosen;Variante exacte;;"Preciser couleur, format, lot, taille ou option vendue.";HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;deliveryFranceEuropeProof;Preuve delai France/Europe;;Noter la preuve visible du delai France/Europe.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;deliveryEstimateForCustomer;Delai client Maxi;;Renseigner un delai client propre et prudent.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;trackingAvailable;Suivi disponible;;Confirmer oui/non selon l'option fournisseur visible.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;pricingProof;Preuve prix;;"Noter prix produit, frais livraison et devise vus.";HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;shippingProof;Preuve livraison;;"Noter transporteur, frais et zone de livraison.";HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;imageProof;Preuve image exacte;;Confirmer que l'image represente exactement la variante vendue.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;imageRightsProof;Droits image;;"Photo propre, autorisation fournisseur ou maintenir HOLD.";HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;finalDecision;Decision finale;HOLD;Laisser HOLD tant que tout n'est pas pret pour revue humaine.;HOLD_MISSING_EVIDENCE
9;ali_partner_20260527_lampes_detection_001;Lampe LED à détection de mouvement USB rechargeable;dropshipping-maison;AE-1005008517453827-MOTION-LIGHT;reviewedByMouss;Revue Mouss;non;Cocher uniquement apres validation humaine explicite.;HOLD_MISSING_EVIDENCE
