origin,slug,status,categoryId,dropshippingEnabled,routeShielded,publicReadinessBlockers,name
"data/quick-products.json","lampe-velo-usb-rechargeable-affichage-batterie","draft","dropshipping-high-tech","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Lampe vélo USB rechargeable affichage batterie"
"data/quick-products.json","ruban-double-face-puissant-maison-promo","draft","dropshipping-maison","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Ruban double-face puissant maison promo"
"data/quick-products.json","nano-tape-double-face-salle-de-bain-cuisine","draft","dropshipping-maison","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Nano tape double-face salle de bain cuisine"
"data/quick-products.json","support-eponge-evier-inox-auto-adhesif","draft","dropshipping-cuisine","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Support éponge évier inox auto-adhésif"
"data/quick-products.json","set-coupe-ongles-manucure-portable-promo","draft","dropshipping-beaute","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Set coupe-ongles manucure portable promo"
"data/quick-products.json","tondeuse-t9-barbe-cheveux-promo","draft","dropshipping-beaute","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Tondeuse T9 barbe cheveux promo"
"data/quick-products.json","support-telephone-magnetique-voiture-promo","draft","dropshipping-auto-moto","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Support téléphone magnétique voiture promo"
"data/quick-products.json","brosse-massage-cuir-chevelu-silicone-best-seller","draft","dropshipping-beaute","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Brosse massage cuir chevelu silicone best-seller"
"data/quick-products.json","spray-huile-cuisine-reutilisable-best-seller","draft","dropshipping-cuisine","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Spray huile cuisine réutilisable best-seller"
"data/quick-products.json","papier-cuisson-air-fryer-promo-lot","draft","dropshipping-cuisine","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Papier cuisson air fryer lot promo"
"data/quick-products.json","support-mural-balai-serpillere-4-crochets","draft","dropshipping-maison","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Support mural balai et serpillère 4 crochets"
"data/quick-products.json","sac-lavage-chaussures-machine-best-seller","draft","dropshipping-maison","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Sac lavage chaussures machine best-seller"
"data/quick-products.json","trousse-maquillage-voyage-transparente-best-seller","draft","dropshipping-mode","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Trousse maquillage voyage transparente best-seller"
"data/quick-products.json","sac-voyage-pliable-cabine-leger","draft","dropshipping-mode","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Sac voyage pliable cabine léger"
"data/quick-products.json","machine-bulles-automatique-enfant-exterieur","draft","dropshipping-enfant","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Machine à bulles automatique enfant extérieur"
"data/quick-products.json","avion-mousse-lanceur-enfant-jeu-exterieur","draft","dropshipping-enfant","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Avion mousse avec lanceur jeu extérieur"
"data/quick-products.json","serviette-microfibre-auto-detailing-promo","draft","dropshipping-auto-moto","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Serviette microfibre auto detailing promo"
"data/quick-products.json","cable-usb-c-240w-renforce-best-seller","draft","dropshipping-high-tech","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Câble USB-C 240W renforcé best-seller"
"data/quick-products.json","organisateur-cables-1-5m-bureau-best-seller","draft","dropshipping-accessoires","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_not_ready; internal_sourcing_hold","Organisateur câbles 1/5 m bureau best-seller"
"data/quick-products.json","support-telephone-voiture-360-partenaire","draft","dropshipping-auto-moto","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Support téléphone voiture flexible à ventouse 360°"
"data/quick-products.json","lampe-led-detection-mouvement-usb-rechargeable","draft","dropshipping-maison","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Lampe LED à détection de mouvement USB rechargeable"
"data/quick-products.json","brosse-anti-poils-animaux-reutilisable","draft","dropshipping-animaux","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Brosse anti-poils animaux 4-en-1 réutilisable"
"data/quick-products.json","support-pc-portable-pliant-aluminium-ajustable","draft","dropshipping-high-tech","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Support PC portable pliant aluminium ajustable"
"data/quick-products.json","sacs-rangement-sous-vide-voyage-grand-volume","draft","dropshipping-accessoires","true","false","supplier_url_exact_missing; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Sacs rangement sous vide grand volume voyage"
"data/quick-products.json","mini-humidificateur-usb-rechargeable-268ml","draft","dropshipping-maison","true","false","supplier_url_exact_missing; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Mini humidificateur USB rechargeable 268 ml"
"data/quick-products.json","pochette-organisateur-cables-double-couche-voyage","draft","dropshipping-accessoires","true","false","delivery_estimate_not_ready; image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Pochette organisateur câbles double couche voyage"
"data/quick-products.json","gourde-pliable-silicone-voyage-mousqueton","draft","dropshipping-accessoires","true","false","image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Gourde pliable silicone voyage avec mousqueton"
"data/quick-products.json","tapis-silicone-anti-eclaboussures-robinet-evier","draft","dropshipping-cuisine","true","false","image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Tapis silicone anti-éclaboussures robinet évier"
"data/quick-products.json","filet-rangement-coffre-voiture-sangles-fixes","draft","dropshipping-auto-moto","true","false","image_rights_not_ready; source_price_not_ready; source_delivery_not_ready; validation_gate_missing; internal_sourcing_hold","Filet rangement coffre voiture à sangles fixes"
"data/quick-products.json","double-prise-murale-avec-4-ports-usb-mosbs4s8","draft","electricite","false","false","dropshipping_disabled","Double prise murale avec 4 ports USB"
"data/quick-products.json","pave-tactile-macbook-piece-detachee-a-verifier-mosbs4s2","draft","informatique","false","false","dropshipping_disabled","Pavé tactile MacBook - pièce à vérifier"
"data/quick-products.json","ventilateur-tour-de-cou-rechargeable-usb-mosbs4rw","draft","high-tech","false","false","dropshipping_disabled","Ventilateur tour de cou rechargeable USB"
"data/quick-products.json","compteur-energie-wifi-ketotek-63a-mosbs4rq","draft","electricite","false","false","dropshipping_disabled","Compteur d’énergie WiFi KETOTEK 63A"
"data/quick-products.json","filtre-de-douche-chrome-universel-mosbs4rk","draft","maison","false","false","dropshipping_disabled","Filtre de douche chromé universel"
"data/quick-products.json","cassette-velo-sunrace-a-verifier-mosbs4re","draft","sport-loisirs","false","false","dropshipping_disabled","Cassette vélo SunRace - compatibilité à vérifier"
"data/quick-products.json","systeme-d-alerte-sos-wifi-avec-2-boutons-mosbs4r7","draft","beaute-sante","false","false","dropshipping_disabled","Système d’alerte SOS WiFi avec 2 boutons"
"data/quick-products.json","kit-habillage-console-centrale-effet-carbone-mosbs4r1","draft","auto-moto","false","false","dropshipping_disabled","Kit habillage console centrale effet carbone"
"data/quick-products.json","regulateur-d-alternateur-are4011-12v-mosbs4qv","draft","auto-moto","false","false","dropshipping_disabled","Régulateur d’alternateur ARE4011 12V"
"data/quick-products.json","compteur-gps-85-mm-0-125-km-h-mosbs4qo","draft","auto-moto","false","false","dropshipping_disabled","Compteur GPS 85 mm 0-125 km/h"
"data/quick-products.json","carburateur-type-pwk-avec-durite-et-gicleurs-mosbs4qh","draft","auto-moto","false","false","dropshipping_disabled","Carburateur type PWK avec durite et gicleurs"
"data/quick-products.json","poche-de-froid-epaule-revix-reusable-mosbs4qa","draft","beaute-sante","false","false","dropshipping_disabled","Poche de froid épaule Revix réutilisable"
"data/quick-products.json","accoudoir-central-voiture-avec-rangements-usb-mosbs4q3","draft","auto-moto","false","false","dropshipping_disabled","Accoudoir central voiture avec rangements USB"
"data/quick-products.json","paire-de-supports-reglables-pour-coffre-voiture-mosbs4ou","draft","auto-moto","false","false","dropshipping_disabled","Supports réglables pour coffre voiture - paire"
"data/quick-products.json","carburateur-chinaroller-4t-50ccm-euro4-alpha-motors-firenze-50-euro-4-no-mosapzlb","draft","auto-moto","false","false","dropshipping_disabled","Carburateur scooter 4T 50cc Euro 4 - à vérifier"
"data/quick-products.json","filtre-a-eau-robinet-acier-inoxydable-13-etapes-purificateur-eau-uv-sans-mosaovw7","draft","maison","false","false","dropshipping_disabled","Filtre robinet inox 13 étapes avec LED"
"data/quick-products.json","plafonnier-led-3-spots-orientables-blanc-gu10-mosanbie","draft","electricite","false","false","dropshipping_disabled","Plafonnier LED 3 spots orientables blanc GU10"
"data/quick-products.json","applique-murale-led-doree-eclairage-tricolore-mon3huua","draft","electricite","false","false","dropshipping_disabled","Applique murale LED dorée tricolore"
"data/quick-products.json","controleur-led-programmable-5-canaux-rgb-rgbw-12v-24v-20a-mon3gmwy","draft","electricite","false","false","dropshipping_disabled","Contrôleur LED RGB/RGBW 5 canaux 12V/24V"
"data/quick-products.json","interrupteur-d-eclairage-bouton-de-lampe-antibrouillard-pour-interrupteu-mon19itu","draft","auto-moto","false","false","dropshipping_disabled","Interrupteur de phares chrome compatible Golf MK5/MK6"
"data/quick-products.json","tapis-educateurs-pour-chiot-lot-entame-env-80-90-restants-mon182ip","draft","animaux","false","false","dropshipping_disabled","Tapis éducateurs pour chiot - lot entamé"
"data/quick-products.json","raquette-tennis-babolat-roland-garros-pulse-housse-mon173kw","draft","sport-loisirs","false","false","dropshipping_disabled","Raquettes tennis Babolat Roland Garros Pulse avec housse"
"data/quick-products.json","tete-de-mannequin-aimantee-mon0qddz","draft","mannequins-bustes","false","false","dropshipping_disabled","Lot de têtes de mannequin aimantées"
"data/quick-products.json","mannequin-tete-vitrine-test-mon0kb45","draft","mannequins-bustes","false","false","dropshipping_disabled","Buste mannequin vitrine - à vérifier"
