batch_id;product_rank;product_id;product_name;category_id;image_order;role;label;expected_file_name;deposit_dir;status;admin_href;local_file_path;checked_same_article;rights_confirmed;variant_confirmed;mouss_validation;final_decision
lot-02;5;integration_articles_20260612_sacs-compression-voyage-lot;Sacs compression voyage lot;dropshipping-accessoires;2;detail-1;Image detail exacte;sacs-compression-voyage-lot-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/sacs-compression-voyage-lot-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_sacs-compression-voyage-lot#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;5;integration_articles_20260612_sacs-compression-voyage-lot;Sacs compression voyage lot;dropshipping-accessoires;3;variant;Image variante exacte;sacs-compression-voyage-lot-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/sacs-compression-voyage-lot-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_sacs-compression-voyage-lot#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;6;integration_articles_20260612_sac-repas-isotherme-pliable;Sac repas isotherme pliable;dropshipping-accessoires;1;main;Image principale exacte;sac-repas-isotherme-pliable-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/sac-repas-isotherme-pliable-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_sac-repas-isotherme-pliable#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;6;integration_articles_20260612_sac-repas-isotherme-pliable;Sac repas isotherme pliable;dropshipping-accessoires;2;detail-1;Image detail exacte;sac-repas-isotherme-pliable-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/sac-repas-isotherme-pliable-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_sac-repas-isotherme-pliable#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;6;integration_articles_20260612_sac-repas-isotherme-pliable;Sac repas isotherme pliable;dropshipping-accessoires;3;variant;Image variante exacte;sac-repas-isotherme-pliable-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/sac-repas-isotherme-pliable-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_sac-repas-isotherme-pliable#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;7;integration_articles_20260612_boite-rangement-medicaments-vide;Boite rangement medicaments vide;dropshipping-maison;1;main;Image principale exacte;boite-rangement-medicaments-vide-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/boite-rangement-medicaments-vide-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_boite-rangement-medicaments-vide#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;7;integration_articles_20260612_boite-rangement-medicaments-vide;Boite rangement medicaments vide;dropshipping-maison;2;detail-1;Image detail exacte;boite-rangement-medicaments-vide-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/boite-rangement-medicaments-vide-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_boite-rangement-medicaments-vide#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;7;integration_articles_20260612_boite-rangement-medicaments-vide;Boite rangement medicaments vide;dropshipping-maison;3;variant;Image variante exacte;boite-rangement-medicaments-vide-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/boite-rangement-medicaments-vide-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_boite-rangement-medicaments-vide#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;8;integration_articles_20260612_pochette-cable-voyage-electronique;Pochette cable voyage electronique;dropshipping-accessoires;1;main;Image principale exacte;pochette-cable-voyage-electronique-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/pochette-cable-voyage-electronique-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_pochette-cable-voyage-electronique#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;8;integration_articles_20260612_pochette-cable-voyage-electronique;Pochette cable voyage electronique;dropshipping-accessoires;2;detail-1;Image detail exacte;pochette-cable-voyage-electronique-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/pochette-cable-voyage-electronique-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_pochette-cable-voyage-electronique#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-02;8;integration_articles_20260612_pochette-cable-voyage-electronique;Pochette cable voyage electronique;dropshipping-accessoires;3;variant;Image variante exacte;pochette-cable-voyage-electronique-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/pochette-cable-voyage-electronique-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_pochette-cable-voyage-electronique#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;9;integration_articles_20260612_tapis-souris-ergonomique-repose-poignet;Tapis souris ergonomique repose poignet;dropshipping-accessoires;1;main;Image principale exacte;tapis-souris-ergonomique-repose-poignet-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/tapis-souris-ergonomique-repose-poignet-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_tapis-souris-ergonomique-repose-poignet#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;9;integration_articles_20260612_tapis-souris-ergonomique-repose-poignet;Tapis souris ergonomique repose poignet;dropshipping-accessoires;2;detail-1;Image detail exacte;tapis-souris-ergonomique-repose-poignet-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/tapis-souris-ergonomique-repose-poignet-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_tapis-souris-ergonomique-repose-poignet#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;9;integration_articles_20260612_tapis-souris-ergonomique-repose-poignet;Tapis souris ergonomique repose poignet;dropshipping-accessoires;3;variant;Image variante exacte;tapis-souris-ergonomique-repose-poignet-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/tapis-souris-ergonomique-repose-poignet-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_tapis-souris-ergonomique-repose-poignet#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;10;integration_articles_20260612_trousse-premiers-soins-vide-voyage;Trousse premiers soins vide voyage;dropshipping-accessoires;1;main;Image principale exacte;trousse-premiers-soins-vide-voyage-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/trousse-premiers-soins-vide-voyage-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_trousse-premiers-soins-vide-voyage#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;10;integration_articles_20260612_trousse-premiers-soins-vide-voyage;Trousse premiers soins vide voyage;dropshipping-accessoires;2;detail-1;Image detail exacte;trousse-premiers-soins-vide-voyage-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/trousse-premiers-soins-vide-voyage-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_trousse-premiers-soins-vide-voyage#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;10;integration_articles_20260612_trousse-premiers-soins-vide-voyage;Trousse premiers soins vide voyage;dropshipping-accessoires;3;variant;Image variante exacte;trousse-premiers-soins-vide-voyage-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/trousse-premiers-soins-vide-voyage-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_trousse-premiers-soins-vide-voyage#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;11;integration_articles_20260612_gourde-chien-voyage-anti-fuite;Gourde chien voyage anti fuite;dropshipping-animaux;1;main;Image principale exacte;gourde-chien-voyage-anti-fuite-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/gourde-chien-voyage-anti-fuite-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_gourde-chien-voyage-anti-fuite#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;11;integration_articles_20260612_gourde-chien-voyage-anti-fuite;Gourde chien voyage anti fuite;dropshipping-animaux;2;detail-1;Image detail exacte;gourde-chien-voyage-anti-fuite-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/gourde-chien-voyage-anti-fuite-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_gourde-chien-voyage-anti-fuite#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;11;integration_articles_20260612_gourde-chien-voyage-anti-fuite;Gourde chien voyage anti fuite;dropshipping-animaux;3;variant;Image variante exacte;gourde-chien-voyage-anti-fuite-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/gourde-chien-voyage-anti-fuite-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_gourde-chien-voyage-anti-fuite#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;12;integration_articles_20260612_lampe-led-placard-rechargeable;Lampe LED placard rechargeable;dropshipping-maison;1;main;Image principale exacte;lampe-led-placard-rechargeable-partenaire-hold-main.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/lampe-led-placard-rechargeable-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_lampe-led-placard-rechargeable#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;12;integration_articles_20260612_lampe-led-placard-rechargeable;Lampe LED placard rechargeable;dropshipping-maison;2;detail-1;Image detail exacte;lampe-led-placard-rechargeable-partenaire-hold-detail-1.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/lampe-led-placard-rechargeable-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_lampe-led-placard-rechargeable#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
lot-03;12;integration_articles_20260612_lampe-led-placard-rechargeable;Lampe LED placard rechargeable;dropshipping-maison;3;variant;Image variante exacte;lampe-led-placard-rechargeable-partenaire-hold-variant.webp;business-maxi-trouvailles/depots-images-exactes/integration-articles/20260612/lampe-led-placard-rechargeable-partenaire-hold;TO_DEPOSIT_HOLD;/admin/preuves-partenaires?status=hold&q=integration_articles_20260612_lampe-led-placard-rechargeable#next-wave-sourcing;;;;;;HOLD_TO_DEPOSIT
